athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date,athlete_headshot_href
Hamchetou Maiga-Ba,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,270,H. Maiga-Ba,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Cass Bauer-Bilodeau,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,73,C. Bauer-Bilodeau,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Ruthie Bolton,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,95,R. Bolton,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Stacey Ford,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,174,S. Ford,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Lady Grooms,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,194,L. Grooms,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Andrea Nagy,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,306,A. Nagy,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Kara Wolters,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,439,K. Wolters,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Lauren  Jackson,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,15,222,L. Jackson,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Sue Bird,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,10,91,S. Bird,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,https://a.espncdn.com/i/headshots/wnba/players/full/91.png
Adia Oshun Barnes,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,70,A. Barnes,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Felicia Ragland,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,331,F. Ragland,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Kamila Vodichkova,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,411,K. Vodichkova,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Simone Edwards,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,159,S. Edwards,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Sonja Henning,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,207,S. Henning,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Takeisha Lewis,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,259,T. Lewis,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Kate  Paye,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,319,K. Paye,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Semeka Randall,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,333,S. Randall,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Jamie Redd,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,336,J. Redd,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220614011,2002,2,2002-06-15,
Jennifer Gillom,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,188,J. Gillom,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Gordana Grubin,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,195,G. Grubin,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Brandy Reed,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,337,B. Reed,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Tracy Reid,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,338,T. Reid,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Adrian Williams-Strong,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,428,A. Williams-Strong,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Lisa Harrison,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,202,L. Harrison,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Susanna Bonfiglio,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,96,S. Bonfiglio,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Kayte Christensen,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,131,K. Christensen,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Adriana Moises Pinto,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,296,A. Moises Pinto,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Jaynetta Saunders,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,356,J. Saunders,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
Slobodanka Tuvic,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,404,S. Tuvic,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220614011,2002,2,2002-06-15,
DeMya Chakheia Walker,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,416,D. Walker,Forward,F,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Alisa Burras,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,117,A. Burras,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Sylvia Crawley,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,145,S. Crawley,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Ukari Figgs,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,168,U. Figgs,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Tamicha Jackson,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,223,T. Jackson,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Tully  Bevilaqua,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,41,89,T. Bevilaqua,Guard,G,Fire,,12,POR,,220611014,2002,2,2002-06-12,
LaQuanda Barksdale,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,69,L. Barksdale,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Kristin Folkl,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,172,K. Folkl,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Jenny Mowe,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,303,J. Mowe,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Jackie Stiles,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,378,J. Stiles,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Stacey Thomas,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,392,S. Thomas,Not Available,NA,Fire,,12,POR,,220611014,2002,2,2002-06-12,
Lauren  Jackson,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,15,222,L. Jackson,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Sue Bird,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,10,91,S. Bird,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,https://a.espncdn.com/i/headshots/wnba/players/full/91.png
Simone Edwards,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,159,S. Edwards,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Sonja Henning,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,207,S. Henning,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Semeka Randall,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,333,S. Randall,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Adia Oshun Barnes,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,70,A. Barnes,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Danielle McCulley,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,283,D. McCulley,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Kate  Paye,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,319,K. Paye,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Felicia Ragland,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,331,F. Ragland,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Jamie Redd,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,336,J. Redd,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Kamila Vodichkova,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,411,K. Vodichkova,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220611014,2002,2,2002-06-12,
Lauren  Jackson,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,15,222,L. Jackson,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Adia Oshun Barnes,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,70,A. Barnes,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Takeisha Lewis,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,259,T. Lewis,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Danielle McCulley,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,283,D. McCulley,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Kate  Paye,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,319,K. Paye,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Felicia Ragland,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,331,F. Ragland,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Semeka Randall,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,333,S. Randall,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
Kamila Vodichkova,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,411,K. Vodichkova,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220602012,2002,2,2002-06-02,
DeMya Chakheia Walker,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,416,D. Walker,Forward,F,Fire,,12,POR,,220602012,2002,2,2002-06-02,
LaQuanda Barksdale,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,69,L. Barksdale,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Alisa Burras,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,117,A. Burras,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Sylvia Crawley,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,145,S. Crawley,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Ukari Figgs,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,168,U. Figgs,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Kristin Folkl,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,172,K. Folkl,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Amber Hall,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,197,A. Hall,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Tamicha Jackson,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,223,T. Jackson,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Jackie Stiles,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,378,J. Stiles,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Stacey Thomas,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,392,S. Thomas,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Carolyn Young,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,445,C. Young,Not Available,NA,Fire,,12,POR,,220602012,2002,2,2002-06-02,
Svetlana  Abrosimova,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,25,34,S. Abrosimova,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Katie Smith,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,30,40,K. Smith,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Georgia Schweitzer,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,39,G. Schweitzer,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Val Whiting-Raymond,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,43,V. Whiting-Raymond,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Tamika Williams-Jeter,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,44,T. Williams-Jeter,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Betty Lennox,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,37,B. Lennox,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Janell Burse,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,35,J. Burse,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Shaunzinski Gortman,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,36,S. Gortman,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Lynn Pride,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,38,L. Pride,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Shanele Stires,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,41,S. Stires,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Michele Van Gorp,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,42,M. Van Gorp,Not Available,NA,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220528007,2002,2,2002-05-28,
Sheri Sam,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,350,S. Sam,Forward,F,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Marlies Askamp,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,63,M. Askamp,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Debbie Black,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,93,D. Black,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Pollyanna Johns Kimbrough,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,225,P. Johns Kimbrough,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Tamara Moore,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,299,T. Moore,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Ruth Riley,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,00,341,R. Riley,Center,C,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Iziane Castro,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,124,I. Castro,Guard,G,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Sandy Brondello,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,103,S. Brondello,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Claudia Neves,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,310,C. Neves,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Vanessa Nygaard,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,313,V. Nygaard,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Kristen Rasmussen,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,334,K. Rasmussen,Not Available,NA,Sol,,7,MIA,,220528007,2002,2,2002-05-28,
Marie  Ferdinand-Harris,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,28,M. Ferdinand-Harris,Guard,G,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Jennifer Azzi,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,24,J. Azzi,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Margo Dydek,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,27,M. Dydek,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Adrienne Goodson,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,30,A. Goodson,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Natalie Williams,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,33,N. Williams,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Elisa Aguilar,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,23,E. Aguilar,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
LaNeisha Caufield,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,25,L. Caufield,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Danielle Crockrom,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,26,D. Crockrom,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Andrea Gardner,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,29,A. Gardner,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Amy Herrig,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,31,A. Herrig,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Kate Starbird,Starzz,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,32,K. Starbird,Not Available,NA,Starzz,,15,UTH,,220525008,2002,2,2002-05-26,
Svetlana  Abrosimova,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,25,34,S. Abrosimova,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220525008,2002,2,2002-05-26,
Betty Lennox,Lynx,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,37,B. Lennox,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,220525008,2002,2,2002-05-26,
