game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score,athlete_headshot_href,team_logo
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,341,Ruth Riley,17,Silver Stars,San Antonio,Silver Stars,15,1,7,0,3,0,0,0,4,4,0,1,0,2,3,-1,2,FALSE,FALSE,FALSE,FALSE,00,R. Riley,Center,C,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,150,Helen Darling,17,Silver Stars,San Antonio,Silver Stars,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,H. Darling,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,626,Sandora Irvin,17,Silver Stars,San Antonio,Silver Stars,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,S. Irvin,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,643,Edwige Lawson-Wade,17,Silver Stars,San Antonio,Silver Stars,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,E. Lawson-Wade,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,666,Brittany Wilkins,17,Silver Stars,San Antonio,Silver Stars,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,B. Wilkins,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,715,Shanna Crossley,17,Silver Stars,San Antonio,Silver Stars,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,S. Crossley,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,782,Morenike Atunrase,17,Silver Stars,San Antonio,Silver Stars,9,0,1,0,0,0,0,0,2,2,1,0,0,0,0,-1,0,FALSE,FALSE,FALSE,TRUE,,M. Atunrase,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,831,Adrianne Ross,17,Silver Stars,San Antonio,Silver Stars,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,FALSE,FALSE,FALSE,FALSE,,A. Ross,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281001017,2008,3,2008-10-01,2008-10-01T23:30:00Z,286,Taj McWilliams-Franklin,3,Shock,Detroit,Shock,32,11,16,0,0,2,2,4,3,7,1,0,1,1,1,-1,24,TRUE,FALSE,FALSE,TRUE,,T. McWilliams-Franklin,Forward,F,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,77,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,69,,
281001017,2008,3,2008-10-01,2008-10-01T23:30:00Z,640,Kara Braxton,3,Shock,Detroit,Shock,24,5,9,0,0,0,1,1,3,4,3,1,1,2,2,-1,10,TRUE,FALSE,FALSE,FALSE,45,K. Braxton,Forward,F,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,77,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,69,,
281001017,2008,3,2008-10-01,2008-10-01T23:30:00Z,40,Katie Smith,3,Shock,Detroit,Shock,40,8,17,4,8,5,5,0,9,9,3,0,1,1,1,-1,25,TRUE,FALSE,FALSE,TRUE,30,K. Smith,Guard,G,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,77,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,69,,
281001017,2008,3,2008-10-01,2008-10-01T23:30:00Z,312,Deanna  Nolan,3,Shock,Detroit,Shock,38,5,16,0,4,0,0,2,3,5,4,1,0,2,3,-1,10,TRUE,FALSE,FALSE,TRUE,,D. Nolan,Guard,G,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,77,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,69,,
